year,tourney,round,opponent,overall: Unret%,overall: <=3 W%,overall: RiP W%,overall: SvImpact,1st: Unret%,1st: <=3 W%,1st: RiP W%,1st: SvImpact,1st: D Wide%,1st: A Wide%,1st: A BP Wide%,2nd: Unret%,2nd: <=3 W%,2nd: RiP W%,2ndAgg,surface_clay,surface_grass,surface_hard,result_W
2005,Monte Carlo,F,Coria,8.3,11.7,53.6,11.2,10.2,12.5,53.2,14.1,40.4,82.9,71.4,3.1,9.4,54.8,-84,True,False,False,True
2005,Monte Carlo,SF,Gasquet,11.6,20.5,49.0,18.4,10.3,20.5,51.4,20.0,55.9,54.5,40.0,16.1,22.6,42.3,44,True,False,False,True
2005,Miami,F,Federer,22.4,29.5,52.1,27.3,23.0,31.0,53.2,30.6,13.0,59.3,75.0,23.1,28.8,50.0,29,False,False,True,False
2005,Miami,SF,Ferrer,15.4,23.1,61.4,21.5,16.7,27.8,60.0,25.6,13.3,71.4,100.0,12.5,12.5,64.3,-79,False,False,True,True
2005,Acapulco,F,Montanes,30.6,38.9,73.9,40.0,39.3,46.4,76.5,51.4,7.7,60.0,60.80416666666667,0.0,16.7,66.7,-118,False,False,True,True
2005,Costa Do Sauipe,F,Martin,13.5,25.7,53.2,22.0,15.7,33.3,53.5,28.0,43.5,85.7,100.0,9.5,9.5,52.6,-22,True,False,False,True
2005,Australian Open,R16,Hewitt,21.3,31.3,53.7,27.4,22.3,35.7,54.0,31.2,37.7,64.4,87.5,20.0,22.2,52.8,16,False,False,True,False
2004,Davis Cup,RR,Roddick,13.8,20.3,62.9,21.9,14.5,21.8,62.8,24.7,44.4,69.6,100.0,12.0,16.0,63.6,0,False,False,True,True
2004,Basel,R32,Schuettler,18.2,24.2,45.1,22.3,23.3,30.2,48.5,29.5,23.8,50.0,100.0,10.0,15.0,38.9,-22,False,False,True,False
2004,Davis Cup,RR,Clement,13.3,20.0,57.8,19.3,18.2,29.1,60.0,28.0,16.7,38.7,40.0,9.5,9.5,52.6,-18,False,False,True,True
2004,US Open,R64,Roddick,12.2,20.3,39.3,17.8,13.1,23.0,41.5,20.0,13.8,65.6,100.0,11.1,11.1,25.0,-33,False,False,True,False
2004,Sopot,F,Acasuso,21.9,27.4,52.1,28.8,25.9,33.3,60.0,35.2,28.0,79.3,100.0,20.0,20.0,12.5,59,True,False,False,True
2004,Canada,R64,Hewitt,20.9,31.4,44.1,28.5,22.2,33.3,44.9,32.5,26.7,72.7,66.7,17.4,26.1,42.1,-79,False,False,True,False
2004,Miami,R32,Federer,18.8,29.2,73.0,34.0,17.9,30.8,75.0,36.7,27.8,28.6,60.80416666666667,28.6,28.6,60.0,126,False,False,True,True
2003,Hamburg,R16,Gaudio,10.4,16.7,44.7,11.5,15.2,18.2,39.3,16.7,13.3,55.6,25.0,0.0,20.0,60.0,-118,True,False,False,False
