year,tourney,round,opponent,Unret%,<=3 W%,overall: RiP W%,1st: RiP W%,overall: SvImpact,1st: Unret%,1st: <=3 W%,1st: SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,2nd: <=3 W%,2nd: RiP W%,2ndAgg,surface_clay,surface_grass,surface_hard,result_W
2000,Basel,SF,Hewitt,26.0,32.3,43.8,41.4,29.8,40.8,53.1,48.2,57.1,42.9,50.0,20.8,20.8,47.4,86,False,False,True,True
2000,Sydney Olympics,BR,Di,18.1,24.5,45.7,66.7,22.0,48.3,65.5,61.0,36.4,61.1,100.0,13.0,17.4,30.0,4,False,False,True,False
2000,Sydney Olympics,SF,Haas,20.8,26.4,35.7,35.3,24.9,34.6,42.3,43.1,41.7,57.1,50.0,15.4,23.1,36.4,29,False,False,True,False
2000,US Open,R32,Ferrero,36.6,49.3,50.0,62.5,43.3,54.3,71.4,67.1,40.0,50.0,66.7,20.8,30.2,40.5,84,False,False,True,False
2000,US Open,R64,Nestor,37.5,54.5,61.1,74.1,45.8,50.9,70.9,64.2,45.5,36.4,33.3,15.6,28.1,48.1,-33,False,False,True,True
2000,Wimbledon,R128,Kafelnikov,33.0,37.6,39.0,32.0,35.0,49.0,55.1,53.3,43.5,38.5,0.0,26.1,30.4,44.1,-16,False,True,False,False
2000,Roland Garros,R16,Corretja,23.0,34.1,46.2,55.3,29.3,34.7,50.0,45.7,45.2,56.1,80.0,8.3,14.6,36.4,-37,True,False,False,False
2000,Miami,R128,Gimelstob,34.3,47.8,58.1,53.6,41.3,33.3,50.0,44.5,52.9,56.0,100.0,37.5,45.8,66.7,-19,False,False,True,True
2000,Australian Open,R64,Kroslak,39.6,50.9,48.3,40.0,42.9,44.4,55.6,50.0,50.0,66.7,75.0,35.9,48.7,60.0,62,False,False,True,True
1999,Davis Cup,RR,Malisse,13.9,27.9,49.3,52.9,21.9,14.7,32.4,27.6,37.2,72.9,70.0,14.0,22.8,42.9,22,False,False,True,False
1998,Basel,R32,Agassi,24.5,35.8,36.8,47.6,29.2,32.3,48.4,40.3,71.4,58.8,50.0,15.0,20.0,23.5,32,False,False,True,False
